customer_id,risk_segment,churn_probability,likely_drivers,recommended_action,retention_priority
7330-WZLNC,high,0.7624,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
0114-PEGZZ,low,0.3139,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3359-DSRKA,low,0.0122,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8639-NHQEI,low,0.0339,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7161-DFHUF,low,0.0072,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3957-LXOLK,medium,0.5859,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3720-DBRWL,low,0.0191,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6635-MYYYZ,low,0.0622,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8565-WUXZU,low,0.0170,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5281-BUZGT,medium,0.4620,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4994-OBRSZ,low,0.0235,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0562-FGDCR,low,0.0076,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2436-QBZFP,low,0.2525,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3420-YJLQT,medium,0.6495,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6040-CGACY,low,0.0595,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6582-PLFUU,low,0.0121,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8242-PDSGJ,low,0.0181,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0264-CNITK,low,0.0086,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0089-IIQKO,medium,0.4651,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7839-NUIAA,low,0.1187,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6075-QMNRR,low,0.1644,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5378-IKEEG,medium,0.6682,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5966-EMAZU,low,0.1282,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0440-EKDCF,low,0.0181,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4774-HHGGS,low,0.0066,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2718-GAXQD,medium,0.4677,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2055-BFOCC,low,0.0443,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8180-AKMJV,medium,0.5633,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4298-OYIFC,high,0.7055,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
5566-SOEZD,low,0.1142,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9842-EFSYY,low,0.2468,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2272-WUSPA,low,0.0753,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4584-LBNMK,low,0.0359,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3898-GUYTS,low,0.3841,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0930-EHUZA,low,0.0580,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6413-XKKPU,medium,0.4537,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9975-SKRNR,low,0.1895,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3703-KBKZP,medium,0.4046,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
1449-XQEMT,low,0.1797,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2626-URJFX,medium,0.4599,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4973-MGTON,low,0.0138,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3682-YEUWS,low,0.1000,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1223-UNPKS,low,0.0150,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2612-RRIDN,high,0.7277,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
4735-ASGMA,medium,0.6283,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3446-QDSZF,low,0.3258,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3669-LVWZB,low,0.3600,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6892-EZDTG,high,0.7636,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
5117-IFGPS,medium,0.5738,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7379-FNIUJ,high,0.7019,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
1627-AFWVJ,low,0.0097,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9725-SCPZG,high,0.8716,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
5884-GCYMI,high,0.7233,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
3217-FZDMN,medium,0.6766,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4486-EFAEB,low,0.1187,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0060-FUALY,low,0.3172,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7853-GVUDZ,medium,0.4474,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7480-QNVZJ,medium,0.5812,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6954-OOYZZ,low,0.2369,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7088-FBAWU,low,0.1525,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8313-AFGBW,low,0.0404,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3943-KDREE,low,0.2998,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9239-ZBZZV,medium,0.4422,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3097-IDVPU,low,0.1878,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4398-HSCJH,medium,0.4854,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2197-OMWGI,low,0.0703,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2303-PJYHN,low,0.1713,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9795-VOWON,low,0.1576,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1237-WIYYZ,low,0.0679,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1987-AUELQ,low,0.0086,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7852-LECYP,medium,0.4035,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4430-UZIPO,medium,0.4817,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4822-LPTYJ,low,0.0703,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8165-CBKXO,low,0.0367,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6527-PZFPV,low,0.0402,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4855-SNKMY,medium,0.6682,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9593-CVZKR,low,0.0113,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8595-SIZNC,low,0.0648,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8008-HAWED,low,0.3487,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7124-UGSUR,low,0.2188,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1862-SKORY,low,0.3069,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5236-XMZJY,low,0.1157,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4827-DPADN,low,0.0081,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2694-CIUMO,medium,0.5232,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5846-ABOBJ,low,0.0090,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1439-LCGVL,low,0.0120,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0909-SDHNU,low,0.2565,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4647-XXZAM,low,0.2949,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1502-XFCVR,low,0.3063,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7740-KKCXF,low,0.1610,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5360-XGYAZ,low,0.0064,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9692-TUSXH,medium,0.6002,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7912-SYRQT,medium,0.5786,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3557-HTYWR,low,0.0158,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4816-JBHOV,medium,0.6769,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8920-NAVAY,low,0.1730,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1699-TLDLZ,low,0.0166,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5600-PDUJF,low,0.3203,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8292-TYSPY,low,0.1963,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0567-XRHCU,low,0.0274,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1867-BDVFH,medium,0.5815,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2067-QYTCF,low,0.3618,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2359-QWQUL,low,0.2191,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9103-TCIHJ,low,0.2263,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7407-SUJIZ,low,0.0607,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9150-KPBJQ,low,0.0170,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0052-DCKON,low,0.1994,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3654-ARMGP,low,0.0208,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9699-UBQFS,medium,0.4549,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9367-TCUYN,low,0.0918,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1261-FWTTE,low,0.2797,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3528-HFRIQ,low,0.1143,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0708-SJDIS,low,0.1080,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4140-WJAWW,low,0.1152,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2073-QBVBI,low,0.0635,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6928-ONTRW,low,0.0050,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3320-VEOYC,high,0.7325,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
5231-FIQPA,low,0.0138,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6617-WLBQC,low,0.0833,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2599-CIPQE,low,0.0734,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6653-CBBOM,high,0.8097,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
8774-GSBUN,low,0.0049,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7326-RIGQZ,medium,0.6060,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
1401-FTHFQ,low,0.0346,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3247-ZVOUO,medium,0.6378,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0254-FNMCI,low,0.0547,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1848-LBZHY,low,0.3203,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6101-IMRMM,medium,0.6022,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8118-TJAFG,high,0.8109,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
5429-LWCMV,medium,0.6907,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7298-IZWLY,medium,0.4430,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9758-MFWGD,low,0.0745,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3955-JBZZM,low,0.3995,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1268-ASBGA,medium,0.5058,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8943-URTMR,medium,0.6932,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4815-TUMEQ,low,0.0225,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4713-LZDRV,high,0.7702,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
9909-IDLEK,low,0.3102,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4092-OFQZS,low,0.0316,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1561-BWHIN,low,0.0357,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4325-NFSKC,medium,0.5587,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9927-DSWDF,medium,0.6641,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
9500-LTVBP,low,0.2725,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7252-NTGSS,medium,0.5336,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8149-AIQCG,low,0.3636,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1360-JYXKQ,low,0.2530,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2955-PSXOE,medium,0.4031,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7762-URZQH,low,0.1968,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0899-WZRSD,low,0.3350,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3255-GRXMG,low,0.2537,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4828-FAZPK,medium,0.4481,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6094-ZIVKX,low,0.0544,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6925-BAYGL,low,0.0180,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3262-EIDHV,low,0.0075,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7354-OIJLX,medium,0.6479,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
1376-HHBDV,low,0.1498,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6907-NZZIJ,medium,0.6198,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6133-OZILE,low,0.2439,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4135-FRWKJ,low,0.0551,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2911-UREFD,low,0.1465,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3744-ZRRDZ,medium,0.5957,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5673-TIYIB,low,0.3340,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6551-ZCOTS,low,0.0439,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7191-ADRGF,low,0.0392,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5018-LXQQG,low,0.0859,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6892-BOGQE,low,0.0087,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1602-IJQQE,medium,0.5358,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4628-WQCQQ,low,0.1903,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1746-TGTWV,medium,0.6214,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5995-SNNEW,medium,0.6528,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8050-WYBND,low,0.1545,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2821-WARNZ,low,0.0218,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4879-GZLFH,low,0.3756,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1644-IRKSF,low,0.2087,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8314-HTWVE,low,0.0183,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9402-ROUMJ,low,0.1617,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2507-QZPQS,medium,0.4349,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7159-NOKYQ,low,0.0830,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5707-ZMDJP,low,0.0180,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8779-YIQQA,low,0.0357,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7136-IHZJA,low,0.1494,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8966-OIQHG,low,0.0419,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7074-STDCN,low,0.2470,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3705-PSNGL,low,0.0332,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8739-QOTTN,low,0.1467,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1399-OUPJN,low,0.0149,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0277-BKSQP,medium,0.4104,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6502-HCJTI,medium,0.6816,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2606-RMDHZ,low,0.3565,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5774-XZTQC,low,0.0949,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2676-SSLTO,low,0.0402,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6266-QHOJZ,low,0.0989,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7269-JISCY,low,0.0865,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0363-SVHYR,low,0.0141,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8547-NSBBO,low,0.2239,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8258-GSTJK,high,0.7196,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
6861-OKBCE,low,0.0956,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9940-RHLFB,medium,0.6916,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6591-QGOYB,low,0.3976,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9070-BCKQP,low,0.0216,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6421-SZVEM,low,0.1405,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1328-EUZHC,low,0.0155,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2995-UPRYS,low,0.2675,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8878-RYUKI,low,0.2509,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9633-DENPU,low,0.2188,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7811-JIVPF,low,0.1405,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7113-HIPFI,low,0.0139,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8541-QVFKM,medium,0.6220,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6686-YPGHK,low,0.2532,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1383-EZRWL,low,0.0988,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9258-CNWAC,low,0.0428,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5371-VYLSX,low,0.3981,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6374-AFWOX,low,0.0173,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4759-TRPLW,high,0.7368,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
5317-FLPJF,low,0.0146,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7621-VPNET,low,0.2449,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6034-YMTOB,medium,0.5443,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8563-IIOXK,low,0.2015,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4903-CNOZC,low,0.0613,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4353-HYOJD,low,0.1269,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8020-BWHYL,medium,0.5021,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7267-FRMJW,low,0.0139,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2982-VPSGI,high,0.7245,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
4188-FRABG,low,0.3366,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8199-ZLLSA,low,0.2039,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4128-ETESU,low,0.3889,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0620-DLSLK,medium,0.5328,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
4625-EWPTF,medium,0.4120,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5980-NOPLP,medium,0.5770,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3850-OKINF,low,0.0865,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6892-XPFPU,medium,0.6933,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8010-EZLOU,medium,0.6198,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
1156-ZFYDO,low,0.3666,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3295-YVUSR,medium,0.6379,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
8016-NCFVO,low,0.3660,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4119-ZYPZY,low,0.2168,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5549-ZGHFB,low,0.0126,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7577-SWIFR,high,0.8620,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
0303-WMMRN,low,0.0662,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6408-OTUBZ,low,0.1823,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5204-HMGYF,low,0.0479,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1078-TDCRN,high,0.7142,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
3727-OVPRY,low,0.0299,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3797-FKOGQ,medium,0.5392,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7622-NXQZR,low,0.1534,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6196-HBOBZ,low,0.0894,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3970-XGJDU,low,0.0068,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
